HARGA,LT,LB,KT,KM,GARASI,KOTA
85000000000,1180,1200,5,6,ADA,JAKSEL
65000000000,472,1200,5,5,ADA,JAKSEL
21000000000,321,800,5,6,ADA,JAKSEL
4500000000,972,350,4,3,ADA,JAKSEL
1530000000,78,107,3,3,TIDAK ADA,JAKSEL
3500000000,169,215,4,4,ADA,JAKSEL
1100000000,65,100,3,3,ADA,JAKSEL
3700000000,540,350,4,2,ADA,JAKSEL
16000000000,488,550,6,5,ADA,JAKSEL
4500000000,209,270,4,4,ADA,JAKSEL
29000000000,692,400,4,3,TIDAK ADA,JAKSEL
1700000000,102,140,4,3,TIDAK ADA,JAKSEL
1250000000,63,110,3,3,TIDAK ADA,JAKSEL
3800000000,220,220,3,3,TIDAK ADA,JAKSEL
4600000000,137,180,4,3,ADA,JAKSEL
3000000000,250,267,4,4,ADA,JAKSEL
430000000,25,40,2,2,TIDAK ADA,JAKSEL
9000000000,355,400,6,5,ADA,JAKSEL
4970000000,154,300,5,3,ADA,JAKSEL
2600000000,150,120,3,2,ADA,JAKSEL
10500000000,247,350,4,4,TIDAK ADA,JAKSEL
3250000000,90,125,3,3,TIDAK ADA,JAKSEL
4500000000,96,250,5,4,ADA,JAKSEL
3600000000,110,154,3,3,ADA,JAKSEL
9500000000,240,450,4,4,ADA,JAKSEL
10500000000,118,218,3,3,ADA,JAKSEL
12500000000,979,200,4,2,ADA,JAKSEL
4600000000,137,180,5,4,ADA,JAKSEL
3000000000,144,126,4,2,ADA,JAKSEL
6000000000,150,400,5,4,ADA,JAKSEL
7500000000,253,150,5,2,ADA,JAKSEL
18000000000,251,200,5,3,ADA,JAKSEL
9700000000,248,450,5,5,ADA,JAKSEL
14000000000,700,300,8,5,ADA,JAKSEL
8000000000,218,315,7,3,ADA,JAKSEL
700000000,75,75,2,3,TIDAK ADA,JAKSEL
5500000000,230,350,5,5,ADA,JAKSEL
11000000000,695,650,9,6,ADA,JAKSEL
4000000000,199,250,8,2,ADA,JAKSEL
3900000000,130,210,3,4,ADA,JAKSEL
6500000000,200,300,5,5,ADA,JAKSEL
5800000000,200,175,6,4,ADA,JAKSEL
3200000000,110,140,3,3,ADA,JAKSEL
8800000000,230,400,5,5,ADA,JAKSEL
42000000000,600,900,7,7,ADA,JAKSEL
1100000000,102,102,2,1,TIDAK ADA,JAKSEL
10900000000,428,646,5,5,ADA,JAKSEL
3600000000,200,145,8,8,ADA,JAKSEL
4000000000,120,220,4,4,ADA,JAKSEL
6000000000,222,325,6,5,TIDAK ADA,JAKSEL
6500000000,200,300,5,5,ADA,JAKSEL
4500000000,154,250,6,3,ADA,JAKSEL
4500000000,105,247,5,5,ADA,JAKSEL
4000000000,140,200,4,4,ADA,JAKSEL
2600000000,90,150,3,2,ADA,JAKSEL
5500000000,239,210,8,5,ADA,JAKSEL
15000000000,643,339,7,5,ADA,JAKSEL
3500000000,100,190,5,4,ADA,JAKSEL
6000000000,240,450,9,9,TIDAK ADA,JAKSEL
8000000000,232,300,6,5,TIDAK ADA,JAKSEL
9500000000,305,352,4,3,TIDAK ADA,JAKSEL
4300000000,146,135,6,6,ADA,JAKSEL
3800000000,135,200,3,4,TIDAK ADA,JAKSEL
41000000000,600,850,7,7,TIDAK ADA,JAKSEL
4000000000,175,190,4,2,ADA,JAKSEL
2500000000,90,120,4,1,ADA,JAKSEL
4750000000,196,180,5,5,ADA,JAKSEL
23000000000,610,750,8,6,ADA,JAKSEL
4400000000,96,250,6,5,ADA,JAKSEL
4500000000,140,220,5,4,ADA,JAKSEL
5000000000,180,250,5,3,ADA,JAKSEL
13000000000,393,200,5,3,ADA,JAKSEL
4150000000,135,216,5,4,ADA,JAKSEL
3800000000,130,260,6,3,ADA,JAKSEL
18000000000,410,300,5,3,TIDAK ADA,JAKSEL
8100000000,240,245,3,3,ADA,JAKSEL
5250000000,108,147,4,3,ADA,JAKSEL
4500000000,145,120,6,4,ADA,JAKSEL
6200000000,200,170,8,5,ADA,JAKSEL
6500000000,200,250,6,3,ADA,JAKSEL
3500000000,112,170,4,5,ADA,JAKSEL
3199000000,149,150,3,2,TIDAK ADA,JAKSEL
3200000000,130,150,3,2,ADA,JAKSEL
3799000000,130,200,3,3,ADA,JAKSEL
6000000000,198,250,7,4,ADA,JAKSEL
9790000000,393,403,5,3,ADA,JAKSEL
5500000000,270,170,6,3,ADA,JAKSEL
3350000000,135,120,4,3,ADA,JAKSEL
750000000,80,78,3,2,TIDAK ADA,JAKSEL
3500000000,165,250,6,4,ADA,JAKSEL
4700000000,137,180,4,3,ADA,JAKSEL
3500000000,112,170,3,4,ADA,JAKSEL
2850000000,90,160,4,2,ADA,JAKSEL
3500000000,110,160,3,3,ADA,JAKSEL
3100000000,137,120,5,2,TIDAK ADA,JAKSEL
13000000000,245,196,7,3,ADA,JAKSEL
4300000000,112,170,4,5,ADA,JAKSEL
5500000000,140,180,3,4,TIDAK ADA,JAKSEL
6750000000,210,350,4,4,ADA,JAKSEL
3200000000,104,200,4,3,ADA,JAKSEL
8250000000,282,460,6,5,ADA,JAKSEL
3250000000,130,150,5,2,ADA,JAKSEL
3499000000,150,110,3,2,TIDAK ADA,JAKSEL
5000000000,335,330,8,4,ADA,JAKSEL
9500000000,247,445,6,5,ADA,JAKSEL
3400000000,104,140,4,3,ADA,JAKSEL
5000000000,160,325,9,6,ADA,JAKSEL
5600000000,225,250,5,3,ADA,JAKSEL
4500000000,135,180,4,3,ADA,JAKSEL
10800000000,400,500,6,5,ADA,JAKSEL
2600000000,91,210,5,4,ADA,JAKSEL
3600000000,127,180,4,4,ADA,JAKSEL
3450000000,112,170,3,4,ADA,JAKSEL
7400000000,257,200,4,3,ADA,JAKSEL
10000000000,282,400,8,4,ADA,JAKSEL
15000000000,1225,800,6,9,ADA,JAKSEL
30000000000,752,800,6,4,TIDAK ADA,JAKSEL
3500000000,108,170,5,3,ADA,JAKSEL
1700000000,80,100,3,2,TIDAK ADA,JAKSEL
3500000000,141,250,5,3,ADA,JAKSEL
1300000000,90,100,3,2,TIDAK ADA,JAKSEL
2800000000,90,160,5,3,ADA,JAKSEL
5000000000,160,325,5,5,TIDAK ADA,JAKSEL
3200000000,80,150,5,3,ADA,JAKSEL
11000000000,305,275,5,3,ADA,JAKSEL
5000000000,150,320,5,5,ADA,JAKSEL
2200000000,98,70,2,1,TIDAK ADA,JAKSEL
5600000000,192,156,5,2,ADA,JAKSEL
3800000000,180,211,5,4,ADA,JAKSEL
4000000000,146,200,3,1,ADA,JAKSEL
15000000000,692,800,5,4,ADA,JAKSEL
3850000000,130,200,4,4,ADA,JAKSEL
4200000000,140,160,4,3,ADA,JAKSEL
5990000000,210,350,5,4,ADA,JAKSEL
4000000000,152,180,4,3,ADA,JAKSEL
42000000000,600,850,5,5,ADA,JAKSEL
9500000000,240,340,4,3,ADA,JAKSEL
4000000000,140,190,4,4,ADA,JAKSEL
4000000000,230,139,4,4,ADA,JAKSEL
7000000000,282,400,8,4,ADA,JAKSEL
4525000000,161,100,4,2,ADA,JAKSEL
25000000000,550,485,5,6,ADA,JAKSEL
19900000000,450,346,5,5,ADA,JAKSEL
15000000000,578,400,6,3,ADA,JAKSEL
3600000000,146,170,3,3,ADA,JAKSEL
3950000000,148,200,4,3,ADA,JAKSEL
3900000000,130,200,3,2,ADA,JAKSEL
3850000000,137,236,4,3,ADA,JAKSEL
9200000000,695,450,8,6,ADA,JAKSEL
5950000000,200,220,3,3,ADA,JAKSEL
7500000000,280,500,4,4,ADA,JAKSEL
3100000000,103,200,3,3,ADA,JAKSEL
7000000000,182,400,4,3,ADA,JAKSEL
25000000000,840,550,5,3,ADA,JAKSEL
11000000000,344,280,3,3,ADA,JAKSEL
4350000000,132,180,4,3,ADA,JAKSEL
25000000000,1069,355,5,4,ADA,JAKSEL
4300000000,155,250,5,3,ADA,JAKSEL
8800000000,230,400,6,6,ADA,JAKSEL
13000000000,384,216,3,3,ADA,JAKSEL
4700000000,150,250,4,3,ADA,JAKSEL
7200000000,161,250,3,3,ADA,JAKSEL
3500000000,120,192,5,4,ADA,JAKSEL
7900000000,225,380,5,3,ADA,JAKSEL
2800000000,103,150,3,3,ADA,JAKSEL
2600000000,75,130,3,3,ADA,JAKSEL
5900000000,202,250,5,4,ADA,JAKSEL
850000000,69,78,4,2,TIDAK ADA,JAKSEL
3600000000,180,250,4,2,TIDAK ADA,JAKSEL
6850000000,338,219,5,3,ADA,JAKSEL
4500000000,226,325,6,4,ADA,JAKSEL
2600000000,150,120,3,2,ADA,JAKSEL
5750000000,240,350,7,5,TIDAK ADA,JAKSEL
2999000000,140,140,5,3,ADA,JAKSEL
5000000000,127,180,5,4,ADA,JAKSEL
4000000000,135,200,7,4,ADA,JAKSEL
3500000000,112,150,4,4,ADA,JAKSEL
6100000000,130,375,5,4,ADA,JAKSEL
30000000000,498,800,5,5,ADA,JAKSEL
6500000000,181,250,8,4,ADA,JAKSEL
3750000000,112,150,3,5,ADA,JAKSEL
6300000000,133,200,4,3,ADA,JAKSEL
15000000000,387,480,4,4,ADA,JAKSEL
2650000000,90,125,3,4,ADA,JAKSEL
18500000000,360,800,5,7,ADA,JAKSEL
14500000000,307,500,3,4,ADA,JAKSEL
8750000000,202,350,4,5,ADA,JAKSEL
5800000000,138,200,5,4,ADA,JAKSEL
15000000000,310,250,4,5,ADA,JAKSEL
15000000000,580,400,5,4,ADA,JAKSEL
2300000000,90,100,2,2,ADA,JAKSEL
3950000000,166,200,4,4,ADA,JAKSEL
2750000000,135,120,3,2,ADA,JAKSEL
3250000000,146,251,8,8,ADA,JAKSEL
2590000000,76,170,3,3,ADA,JAKSEL
4500000000,140,140,5,4,ADA,JAKSEL
4500000000,148,200,5,4,ADA,JAKSEL
7150000000,162,250,5,3,ADA,JAKSEL
10500000000,189,200,5,2,TIDAK ADA,JAKSEL
6500000000,125,245,4,3,ADA,JAKSEL
6750000000,210,350,4,4,ADA,JAKSEL
9500000000,304,280,5,5,TIDAK ADA,JAKSEL
23000000000,600,480,10,4,ADA,JAKSEL
6500000000,222,200,6,2,ADA,JAKSEL
3600000000,146,170,4,3,ADA,JAKSEL
8800000000,230,400,6,6,ADA,JAKSEL
1900000000,135,135,3,3,ADA,JAKSEL
29000000000,672,980,5,6,ADA,JAKSEL
2550000000,90,150,4,4,ADA,JAKSEL
3300000000,90,120,5,4,ADA,JAKSEL
3100000000,90,200,3,3,ADA,JAKSEL
5950000000,200,220,5,4,ADA,JAKSEL
6100000000,204,250,5,3,ADA,JAKSEL
3200000000,87,150,4,3,ADA,JAKSEL
2500000000,78,140,4,3,ADA,JAKSEL
12500000000,208,600,4,5,ADA,JAKSEL
8000000000,230,152,3,3,ADA,JAKSEL
690000000,50,90,3,1,TIDAK ADA,JAKSEL
15000000000,501,500,6,3,TIDAK ADA,JAKSEL
9000000000,230,200,6,3,ADA,JAKSEL
4000000000,155,180,4,3,ADA,JAKSEL
3750000000,135,200,5,3,ADA,JAKSEL
22000000000,619,1080,7,6,ADA,JAKSEL
2100000000,120,160,6,3,ADA,JAKSEL
8700000000,261,160,4,4,ADA,JAKSEL
2900000000,135,175,4,2,TIDAK ADA,JAKSEL
3500000000,140,235,5,4,ADA,JAKSEL
5500000000,270,170,6,3,ADA,JAKSEL
3500000000,86,120,5,4,ADA,JAKSEL
2500000000,100,200,3,3,ADA,JAKSEL
3600000000,146,170,4,3,ADA,JAKSEL
2400000000,154,147,3,2,ADA,JAKSEL
38000000000,720,500,6,6,ADA,JAKSEL
4900000000,158,179,4,4,ADA,JAKSEL
3250000000,145,250,8,8,ADA,JAKSEL
10000000000,306,600,6,5,ADA,JAKSEL
12500000000,189,250,6,4,ADA,JAKSEL
5500000000,150,200,5,3,ADA,JAKSEL
6000000000,159,150,5,4,ADA,JAKSEL
16000000000,405,300,6,4,TIDAK ADA,JAKSEL
5000000000,130,200,5,4,ADA,JAKSEL
6000000000,173,340,5,4,ADA,JAKSEL
5600000000,192,156,6,2,ADA,JAKSEL
3750000000,180,300,5,3,ADA,JAKSEL
5600000000,225,250,5,3,ADA,JAKSEL
3200000000,80,150,5,3,ADA,JAKSEL
2500000000,77,140,3,3,ADA,JAKSEL
9900000000,340,200,4,4,ADA,JAKSEL
3800000000,130,200,3,3,ADA,JAKSEL
9500000000,368,300,4,3,ADA,JAKSEL
10000000000,273,350,4,3,ADA,JAKSEL
12500000000,350,465,6,6,ADA,JAKSEL
2700000000,150,135,4,2,ADA,JAKSEL
9800000000,248,400,5,5,ADA,JAKSEL
11500000000,300,400,9,6,ADA,JAKSEL
2600000000,142,120,4,2,ADA,JAKSEL
3100000000,86,120,5,4,ADA,JAKSEL
4650000000,135,320,6,5,ADA,JAKSEL
8750000000,200,250,4,4,ADA,JAKSEL
7200000000,161,250,3,3,ADA,JAKSEL
8000000000,300,250,3,3,ADA,JAKSEL
750000000,78,80,3,1,TIDAK ADA,JAKSEL
5000000000,335,250,7,5,ADA,JAKSEL
8500000000,256,260,5,5,ADA,JAKSEL
28000000000,775,1000,5,3,ADA,JAKSEL
9500000000,345,400,5,3,ADA,JAKSEL
3800000000,140,200,4,3,ADA,JAKSEL
2650000000,90,125,3,3,ADA,JAKSEL
12000000000,244,230,5,4,ADA,JAKSEL
3300000000,154,170,5,3,ADA,JAKSEL
3900000000,146,260,3,1,ADA,JAKSEL
7800000000,253,200,4,3,ADA,JAKSEL
4700000000,150,200,4,4,ADA,JAKSEL
7500000000,200,444,10,10,ADA,JAKSEL
16000000000,400,400,5,4,ADA,JAKSEL
2600000000,142,120,3,2,ADA,JAKSEL
13000000000,322,250,4,3,ADA,JAKSEL
4500000000,96,250,4,5,ADA,JAKSEL
3850000000,186,200,3,2,ADA,JAKSEL
1900000000,133,125,3,3,ADA,JAKSEL
15000000000,384,500,4,3,ADA,JAKSEL
8000000000,221,168,5,3,ADA,JAKSEL
15000000000,378,480,5,4,ADA,JAKSEL
2700000000,90,125,3,3,ADA,JAKSEL
18000000000,361,800,5,4,ADA,JAKSEL
6500000000,248,300,5,4,TIDAK ADA,JAKSEL
4500000000,96,250,5,4,ADA,JAKSEL
6500000000,222,200,4,2,ADA,JAKSEL
4000000000,146,200,3,1,ADA,JAKSEL
4000000000,120,150,4,3,ADA,JAKSEL
4000000000,135,250,4,5,ADA,JAKSEL
2700000000,91,210,5,3,TIDAK ADA,JAKSEL
9000000000,353,470,9,6,ADA,JAKSEL
7500000000,288,200,4,2,ADA,JAKSEL
5500000000,454,200,3,4,ADA,JAKSEL
23000000000,565,350,5,3,ADA,JAKSEL
65000000000,200,300,5,7,ADA,JAKSEL
8250000000,230,400,6,4,ADA,JAKSEL
8500000000,205,300,4,4,ADA,JAKSEL
10750000000,189,200,5,4,ADA,JAKSEL
2458000000,135,165,4,3,ADA,JAKSEL
3500000000,153,125,3,2,ADA,JAKSEL
30000000000,312,815,10,7,ADA,JAKSEL
5500000000,216,280,4,3,ADA,JAKSEL
10000000000,368,300,4,4,ADA,JAKSEL
25900000000,1039,600,7,5,ADA,JAKSEL
2999000000,102,102,3,3,ADA,JAKSEL
5899000000,130,350,6,6,ADA,JAKSEL
3245000000,152,120,4,4,ADA,JAKSEL
5750000128,183,320,6,3,ADA,JAKSEL
6500000000,213,300,5,4,ADA,JAKSEL
6500000000,181,220,8,6,ADA,JAKSEL
4800000000,170,250,4,4,ADA,JAKSEL
16000000000,420,500,4,4,ADA,JAKSEL
13000000000,312,380,4,3,ADA,JAKSEL
7000000000,283,180,4,3,ADA,JAKSEL
2800000000,90,250,4,3,ADA,JAKSEL
1850000000,90,80,3,2,TIDAK ADA,JAKSEL
20999999488,613,613,9,4,ADA,JAKSEL
4300000000,205,117,4,3,ADA,JAKSEL
4300000000,145,200,3,3,ADA,JAKSEL
5500000000,266,300,6,4,ADA,JAKSEL
9000000000,353,470,9,6,ADA,JAKSEL
3500000000,100,190,5,4,ADA,JAKSEL
12999000000,429,400,9,5,ADA,JAKSEL
2300000000,135,160,4,3,ADA,JAKSEL
7100000000,256,200,5,3,ADA,JAKSEL
7000000000,180,350,3,3,TIDAK ADA,JAKSEL
1500000000,170,200,7,2,TIDAK ADA,JAKSEL
1500000000,80,100,4,2,TIDAK ADA,JAKSEL
3500000000,135,150,4,2,TIDAK ADA,JAKSEL
4000000000,100,150,3,3,ADA,JAKSEL
4000000000,126,144,4,2,ADA,JAKSEL
3750000000,135,150,3,2,ADA,JAKSEL
4000000000,140,150,4,2,ADA,JAKSEL
6000000000,260,450,7,4,ADA,JAKSEL
2550000000,90,150,4,4,ADA,JAKSEL
23000000000,565,350,5,3,ADA,JAKSEL
9200000000,695,650,9,6,ADA,JAKSEL
7500000000,253,180,3,2,ADA,JAKSEL
14250000000,393,350,5,4,ADA,JAKSEL
4000000000,135,216,5,4,ADA,JAKSEL
5850000000,138,220,4,3,ADA,JAKSEL
2700000000,90,160,3,3,ADA,JAKSEL
3250000000,157,200,7,3,ADA,JAKSEL
9800000000,247,350,4,3,ADA,JAKSEL
12000000000,237,350,4,3,ADA,JAKSEL
18500000000,520,300,5,4,ADA,JAKSEL
14500000000,307,500,10,7,ADA,JAKSEL
8200000000,260,300,4,4,ADA,JAKSEL
2700000000,92,120,3,3,ADA,JAKSEL
2500000000,100,121,3,2,ADA,JAKSEL
9900000000,250,350,5,3,ADA,JAKSEL
4200000000,160,285,5,6,ADA,JAKSEL
10000000000,535,353,10,10,ADA,JAKSEL
5000000000,217,220,3,3,ADA,JAKSEL
4300000000,90,250,4,4,ADA,JAKSEL
3000000000,125,250,3,2,ADA,JAKSEL
3000000000,170,130,4,3,ADA,JAKSEL
3400000000,110,170,4,4,ADA,JAKSEL
3200000000,90,150,3,2,ADA,JAKSEL
3000000000,110,150,4,3,ADA,JAKSEL
3200000000,91,210,5,3,ADA,JAKSEL
3300000000,90,150,3,2,ADA,JAKSEL
5700000000,190,250,4,3,ADA,JAKSEL
2100000000,125,188,6,4,ADA,JAKSEL
4000000000,175,89,3,3,ADA,JAKSEL
2200000000,220,120,5,3,ADA,JAKSEL
8500000000,300,234,5,4,ADA,JAKSEL
1700000000,204,154,5,2,TIDAK ADA,JAKSEL
10500000000,247,350,5,5,ADA,JAKSEL
1899000000,135,150,4,2,ADA,JAKSEL
1500000000,121,90,3,2,TIDAK ADA,JAKSEL
9000000000,384,399,3,3,ADA,JAKSEL
3500000000,100,180,5,4,ADA,JAKSEL
13000000000,322,250,4,3,ADA,JAKSEL
7800000000,261,160,3,4,ADA,JAKSEL
8000000000,202,200,5,3,ADA,JAKSEL
8000000000,306,450,5,4,ADA,JAKSEL
2900000000,135,90,2,1,ADA,JAKSEL
2950000000,135,125,2,1,TIDAK ADA,JAKSEL
2600000000,130,80,2,1,TIDAK ADA,JAKSEL
2500000000,54,105,3,2,ADA,JAKSEL
2500000000,130,100,3,2,TIDAK ADA,JAKSEL
2600000000,95,180,4,2,ADA,JAKSEL
2700000000,142,120,3,2,ADA,JAKSEL
5000000000,220,100,2,1,TIDAK ADA,JAKSEL
5900000000,134,340,5,4,ADA,JAKSEL
3000000000,150,250,3,3,ADA,JAKSEL
3500000000,118,160,4,4,ADA,JAKSEL
3200000000,138,128,3,2,ADA,JAKSEL
5300000000,145,200,3,3,ADA,JAKSEL
6500000000,150,220,3,3,ADA,JAKSEL
6000000000,284,300,7,3,ADA,JAKSEL
3500000000,135,200,3,3,ADA,JAKSEL
2780000000,120,192,5,4,ADA,JAKSEL
4900000000,135,215,9,8,TIDAK ADA,JAKSEL
3800000000,165,160,4,3,ADA,JAKSEL
4500000000,125,175,3,3,ADA,JAKSEL
6500000000,230,350,4,4,ADA,JAKSEL
5500000000,140,300,3,3,ADA,JAKSEL
7800000000,261,160,3,4,ADA,JAKSEL
3900000000,250,150,4,2,ADA,JAKSEL
9200000000,700,450,8,4,ADA,JAKSEL
2200000000,82,150,5,2,ADA,JAKSEL
2100000000,126,100,2,2,ADA,JAKSEL
2450000000,135,150,5,2,TIDAK ADA,JAKSEL
2150000000,135,120,3,2,ADA,JAKSEL
2300000000,150,130,4,1,TIDAK ADA,JAKSEL
2000000000,94,120,2,2,TIDAK ADA,JAKSEL
2250000000,150,130,2,1,TIDAK ADA,JAKSEL
2000000000,111,100,2,2,ADA,JAKSEL
4000000000,135,216,5,4,ADA,JAKSEL
22000000000,448,350,6,7,ADA,JAKSEL
13000000000,384,216,3,3,ADA,JAKSEL
9000000000,353,470,9,6,TIDAK ADA,JAKSEL
6200000000,138,260,6,5,TIDAK ADA,JAKSEL
2400000000,149,120,3,2,TIDAK ADA,JAKSEL
15000000000,387,237,5,4,ADA,JAKSEL
22000000000,520,300,4,4,ADA,JAKSEL
2200000000,100,120,3,2,ADA,JAKSEL
5000000000,150,320,9,5,TIDAK ADA,JAKSEL
23000000000,565,350,5,3,ADA,JAKSEL
2700000000,87,135,3,2,ADA,JAKSEL
4595000000,136,170,5,4,ADA,JAKSEL
1300000000,75,100,3,2,TIDAK ADA,JAKSEL
12000000000,590,500,10,10,TIDAK ADA,JAKSEL
21000000000,500,300,4,3,ADA,JAKSEL
3500000000,100,170,5,3,ADA,JAKSEL
3900000000,142,179,5,4,ADA,JAKSEL
25000000000,619,700,5,4,ADA,JAKSEL
3900000000,142,179,5,4,ADA,JAKSEL
1250000000,312,480,4,2,ADA,JAKSEL
3900000000,130,230,3,4,ADA,JAKSEL
3000000000,160,150,5,2,TIDAK ADA,JAKSEL
12000000000,303,240,6,6,ADA,JAKSEL
5000000000,210,275,6,5,ADA,JAKSEL
2300000000,132,150,4,3,ADA,JAKSEL
9800000000,342,162,5,3,ADA,JAKSEL
6800000000,428,500,5,4,ADA,JAKSEL
11000000000,391,600,7,5,ADA,JAKSEL
11500000000,400,350,9,7,ADA,JAKSEL
3600000000,163,130,3,2,ADA,JAKSEL
22500000000,610,700,6,4,ADA,JAKSEL
9500000000,240,340,7,4,ADA,JAKSEL
13000000000,322,225,4,3,ADA,JAKSEL
10000000000,264,300,5,4,TIDAK ADA,JAKSEL
5500000000,205,117,5,4,TIDAK ADA,JAKSEL
3500000000,110,90,3,3,ADA,JAKSEL
3500000000,91,250,4,2,ADA,JAKSEL
3800000000,113,154,4,4,ADA,JAKSEL
2800000000,90,250,3,3,ADA,JAKSEL
13750000000,429,600,6,4,ADA,JAKSEL
6200000000,150,220,4,4,ADA,JAKSEL
4600000000,147,200,4,3,ADA,JAKSEL
12000000000,322,322,4,3,ADA,JAKSEL
2500000000,78,94,2,2,ADA,JAKSEL
2500000000,135,160,3,2,ADA,JAKSEL
9200000000,700,450,8,4,ADA,JAKSEL
6500000000,217,217,3,2,ADA,JAKSEL
12000000000,700,450,8,4,TIDAK ADA,JAKSEL
35000000000,469,599,4,3,TIDAK ADA,JAKSEL
4200000000,143,120,6,3,ADA,JAKSEL
5500000000,221,200,5,2,ADA,JAKSEL
3500000000,100,190,6,4,ADA,JAKSEL
900000000,56,100,3,2,TIDAK ADA,JAKSEL
3500000000,100,350,4,4,ADA,JAKSEL
7500000000,288,150,5,3,ADA,JAKSEL
3500000000,140,235,5,4,ADA,JAKSEL
14000000000,475,200,5,3,TIDAK ADA,JAKSEL
3500000000,170,210,6,2,ADA,JAKSEL
4950000000,110,225,5,4,ADA,JAKSEL
2600000000,91,210,5,3,ADA,JAKSEL
4200000000,165,200,4,2,TIDAK ADA,JAKSEL
4200000000,100,150,4,4,TIDAK ADA,JAKSEL
1300000000,125,332,7,7,TIDAK ADA,JAKSEL
8500000000,440,550,8,5,ADA,JAKSEL
8750000000,137,180,4,4,ADA,JAKSEL
3900000000,130,200,3,3,ADA,JAKSEL
6100000000,130,390,7,6,ADA,JAKSEL
2500000000,90,150,3,2,ADA,JAKSEL
3500000000,100,350,4,4,ADA,JAKSEL
30900000000,670,1000,8,6,ADA,JAKSEL
55000000000,1075,400,4,3,ADA,JAKSEL
3500000000,360,225,4,2,ADA,JAKSEL
3500000000,145,200,8,8,ADA,JAKSEL
4500000000,200,150,3,2,ADA,JAKSEL
55000000000,1224,1126,4,4,ADA,JAKSEL
22000000000,520,300,4,4,ADA,JAKSEL
3200000000,86,150,5,4,ADA,JAKSEL
6500000000,173,300,4,4,ADA,JAKSEL
1900000000,135,130,5,2,ADA,JAKSEL
5990000000,220,350,5,5,ADA,JAKSEL
5500000000,173,300,4,4,ADA,JAKSEL
16500000000,361,800,7,5,ADA,JAKSEL
23000000000,619,700,5,5,ADA,JAKSEL
4499999744,140,250,5,4,ADA,JAKSEL
3500000000,135,150,3,3,ADA,JAKSEL
6000000000,150,220,4,4,ADA,JAKSEL
3600000000,110,154,3,3,ADA,JAKSEL
4300000000,135,180,4,4,ADA,JAKSEL
7900000000,225,380,5,4,ADA,JAKSEL
27000000512,1069,350,4,4,ADA,JAKSEL
5000000000,150,320,5,5,ADA,JAKSEL
3000000000,132,110,3,2,TIDAK ADA,JAKSEL
4900000000,170,280,5,4,ADA,JAKSEL
3700000000,130,130,3,3,ADA,JAKSEL
2900000000,160,160,3,3,ADA,JAKSEL
3700000000,89,175,3,3,ADA,JAKSEL
3600000000,180,100,4,2,ADA,JAKSEL
