HARGA,LT,LB,KT,KM,GARASI,KOTA
2333333000,90,80,2,2,ADA,JAKSEL
25000000000,271,890,5,6,ADA,JAKSEL
6500000000,150,275,4,5,ADA,JAKSEL
6500000000,140,270,3,3,ADA,JAKSEL
22000000000,520,300,5,4,ADA,JAKSEL
2850000000,96,102,3,2,ADA,JAKSEL
30000000000,672,900,5,6,ADA,JAKSEL
25000000000,565,350,4,4,ADA,JAKSEL
1250000000,136,120,5,2,TIDAK ADA,JAKSEL
4000000000,194,194,3,3,ADA,JAKSEL
6000000000,141,250,4,4,ADA,JAKSEL
2600000000,154,147,4,3,ADA,JAKSEL
3500000000,135,126,4,3,TIDAK ADA,JAKSEL
3500000000,112,170,3,4,ADA,JAKSEL
12500000000,208,600,4,5,ADA,JAKSEL
3950000000,133,260,5,5,ADA,JAKSEL
2300000000,140,100,3,2,ADA,JAKSEL
4000000000,135,216,5,4,ADA,JAKSEL
29000000000,672,900,5,6,ADA,JAKSEL
37000000000,720,500,5,5,ADA,JAKSEL
8000000000,404,382,6,3,ADA,JAKSEL
5000000000,127,180,4,4,ADA,JAKSEL
7200000000,256,200,5,3,ADA,JAKSEL
17500000000,365,800,5,4,ADA,JAKSEL
14800000000,310,500,4,4,ADA,JAKSEL
3750000000,196,196,7,5,ADA,JAKSEL
6200000000,130,390,7,6,ADA,JAKSEL
4000000000,160,200,5,4,ADA,JAKSEL
6200000000,140,251,5,4,ADA,JAKSEL
8000000000,200,252,4,3,ADA,JAKSEL
8800000000,230,400,5,5,ADA,JAKSEL
3200000000,80,150,5,5,ADA,JAKSEL
18500000000,520,300,4,3,ADA,JAKSEL
18500000000,361,800,5,4,ADA,JAKSEL
2250000000,135,135,4,4,TIDAK ADA,JAKSEL
16000000000,246,140,6,6,ADA,JAKSEL
5999999999,240,240,4,4,ADA,JAKSEL
8555555555,304,304,3,2,ADA,JAKSEL
4600000000,135,215,9,8,ADA,JAKSEL
4700000000,145,222,4,3,ADA,JAKSEL
2500000000,135,165,4,3,ADA,JAKSEL
8500000000,256,260,4,3,ADA,JAKSEL
5100000000,305,200,5,2,ADA,JAKSEL
8000000000,240,330,5,5,ADA,JAKSEL
3975000000,226,325,6,5,ADA,JAKSEL
5800000000,173,340,5,4,ADA,JAKSEL
5500000000,210,420,6,5,ADA,JAKSEL
4500000000,154,120,6,4,ADA,JAKSEL
2700000000,78,94,3,2,ADA,JAKSEL
4300000000,127,180,4,4,ADA,JAKSEL
3700000000,90,150,4,4,ADA,JAKSEL
3800000000,130,200,4,4,ADA,JAKSEL
2600000000,135,200,10,3,ADA,JAKSEL
4200000000,225,400,5,4,ADA,JAKSEL
3600000000,186,200,3,2,TIDAK ADA,JAKSEL
2150000000,104,100,2,1,TIDAK ADA,JAKSEL
2600000000,90,120,3,2,ADA,JAKSEL
22000000000,650,400,7,4,ADA,JAKSEL
8300000000,306,260,4,3,ADA,JAKSEL
2990000000,156,162,5,4,ADA,JAKSEL
3200000000,90,160,3,3,ADA,JAKSEL
2800000000,90,150,4,3,ADA,JAKSEL
7500000000,250,350,5,4,ADA,JAKSEL
6000000000,352,295,6,4,ADA,JAKSEL
13500000000,430,400,9,4,ADA,JAKSEL
5000000000,150,320,7,6,ADA,JAKSEL
6800000000,428,500,6,4,ADA,JAKSEL
4600000000,137,176,5,4,ADA,JAKSEL
7000000000,182,300,4,3,ADA,JAKSEL
3500000000,150,400,5,4,ADA,JAKSEL
35000000000,1400,1000,10,7,ADA,JAKSEL
5300000000,199,195,5,2,ADA,JAKSEL
4000000000,135,216,5,4,ADA,JAKSEL
3500000000,135,190,4,3,ADA,JAKSEL
2400000000,154,147,2,2,TIDAK ADA,JAKSEL
3375000000,120,192,5,4,ADA,JAKSEL
15000000000,400,350,7,4,ADA,JAKSEL
22000000000,405,300,4,4,TIDAK ADA,JAKSEL
14000000000,541,400,5,5,ADA,JAKSEL
23000000000,610,750,6,4,ADA,JAKSEL
7100000000,256,200,6,3,ADA,JAKSEL
6000000000,222,325,6,4,ADA,JAKSEL
4300000000,145,200,3,3,ADA,JAKSEL
3500000000,90,250,3,4,ADA,JAKSEL
6500000000,338,219,5,3,ADA,JAKSEL
7000000000,166,210,6,6,ADA,JAKSEL
6100000000,130,375,6,5,ADA,JAKSEL
4000000000,160,200,5,4,ADA,JAKSEL
8000000000,350,470,7,6,ADA,JAKSEL
10000000000,775,674,4,3,TIDAK ADA,JAKSEL
3700000000,370,400,6,2,TIDAK ADA,JAKSEL
3000000000,120,192,4,3,ADA,JAKSEL
8250000000,290,460,6,5,ADA,JAKSEL
3300000000,179,160,4,2,ADA,JAKSEL
11000000000,400,500,6,3,ADA,JAKSEL
7000000000,166,220,4,4,ADA,JAKSEL
2990000000,156,162,6,4,ADA,JAKSEL
3600000000,135,125,5,3,ADA,JAKSEL
2650000000,202,190,4,2,ADA,JAKSEL
2650000000,202,180,4,2,ADA,JAKSEL
2700000000,122,200,5,3,ADA,JAKSEL
22000000000,520,500,5,4,ADA,JAKSEL
2800000000,98,150,4,3,ADA,JAKSEL
9200000000,700,450,8,5,ADA,JAKSEL
6000000000,250,150,4,4,ADA,JAKSEL
1000000000,128,140,5,3,ADA,JAKSEL
14800000000,310,500,3,3,ADA,JAKSEL
7500000000,280,200,5,5,ADA,JAKSEL
20000000000,547,700,6,5,ADA,JAKSEL
1999000000,133,125,4,2,ADA,JAKSEL
1950000000,130,125,4,2,ADA,JAKSEL
11500000000,208,600,4,5,ADA,JAKSEL
2400000000,154,147,3,2,ADA,JAKSEL
3100000000,90,140,3,2,ADA,JAKSEL
4600000000,184,250,4,3,ADA,JAKSEL
3000000000,135,140,3,2,ADA,JAKSEL
3200000000,86,120,5,4,ADA,JAKSEL
15000000000,400,500,9,6,ADA,JAKSEL
4500000000,140,140,3,2,ADA,JAKSEL
6800000000,290,480,6,3,ADA,JAKSEL
6500000000,338,219,5,3,ADA,JAKSEL
3550000000,352,250,5,1,ADA,JAKSEL
23000000000,498,1000,8,9,ADA,JAKSEL
4200000000,115,220,4,3,TIDAK ADA,JAKSEL
9000000000,162,250,4,3,ADA,JAKSEL
12000000000,404,385,4,3,TIDAK ADA,JAKSEL
12000000000,198,350,7,5,ADA,JAKSEL
22000000000,852,600,5,5,ADA,JAKSEL
3500000000,190,300,6,6,ADA,JAKSEL
15000000000,385,200,5,5,TIDAK ADA,JAKSEL
3850000000,224,160,4,3,ADA,JAKSEL
9800000000,319,759,4,4,ADA,JAKSEL
8900000000,300,300,5,4,ADA,JAKSEL
4700000000,102,280,4,3,ADA,JAKSEL
3050000000,89,173,3,4,ADA,JAKSEL
5750000000,121,250,4,4,ADA,JAKSEL
4500000000,110,250,4,3,ADA,JAKSEL
28000000000,498,750,5,5,ADA,JAKSEL
6500000000,205,117,5,4,TIDAK ADA,JAKSEL
13000000000,400,500,6,3,ADA,JAKSEL
25000000000,565,350,5,5,ADA,JAKSEL
7300000000,325,500,5,5,ADA,JAKSEL
2900000000,135,125,5,2,ADA,JAKSEL
8000000000,278,278,7,3,ADA,JAKSEL
6250000000,180,240,7,5,TIDAK ADA,JAKSEL
8750000000,322,300,4,4,ADA,JAKSEL
5500000000,140,360,4,4,ADA,JAKSEL
16500000000,550,700,6,6,ADA,JAKSEL
1100000000,300,63,3,1,ADA,JAKSEL
15000000000,700,700,5,3,ADA,JAKSEL
6900000000,125,250,3,2,ADA,JAKSEL
7500000000,280,500,5,4,ADA,JAKSEL
5800000000,141,220,4,4,ADA,JAKSEL
14500000000,307,400,3,3,ADA,JAKSEL
4500000000,146,200,4,4,ADA,JAKSEL
17000000000,550,600,5,6,ADA,JAKSEL
2950000000,134,150,3,2,ADA,JAKSEL
3000000000,150,150,3,2,ADA,JAKSEL
2000000000,90,80,2,1,ADA,JAKSEL
25000000000,565,350,5,5,ADA,JAKSEL
8500000000,325,300,5,3,ADA,JAKSEL
7000000000,220,280,4,3,ADA,JAKSEL
9800000000,350,400,4,5,ADA,JAKSEL
3000000000,90,150,3,2,ADA,JAKSEL
5500000000,250,200,4,3,ADA,JAKSEL
4850000000,265,300,4,3,TIDAK ADA,JAKSEL
3200000000,135,150,5,2,ADA,JAKSEL
25000000000,619,1080,5,6,ADA,JAKSEL
6700000000,130,390,7,6,ADA,JAKSEL
17000000000,606,360,8,3,ADA,JAKSEL
31000000000,670,1000,6,5,ADA,JAKSEL
9200000000,695,650,6,8,ADA,JAKSEL
6900000000,160,250,3,4,ADA,JAKSEL
3800000000,145,250,8,8,TIDAK ADA,JAKSEL
3600000000,139,120,5,3,ADA,JAKSEL
1700000000,90,80,2,2,ADA,JAKSEL
2900000000,126,133,3,2,ADA,JAKSEL
1900000000,90,120,3,2,ADA,JAKSEL
17000000000,608,390,9,3,ADA,JAKSEL
7000000000,428,500,6,6,ADA,JAKSEL
3300000000,145,200,8,8,ADA,JAKSEL
7150000000,162,250,4,3,ADA,JAKSEL
8500000000,306,283,5,4,ADA,JAKSEL
600000000,30,60,2,1,TIDAK ADA,JAKSEL
17000000000,310,450,4,4,ADA,JAKSEL
2750000000,100,121,4,3,ADA,JAKSEL
3000000000,124,224,3,3,ADA,JAKSEL
6500000000,200,300,5,4,ADA,JAKSEL
5900000000,311,272,4,4,ADA,JAKSEL
2400000000,154,147,3,2,TIDAK ADA,JAKSEL
4800000000,226,325,4,4,ADA,JAKSEL
6500000000,180,250,8,5,ADA,JAKSEL
6500000000,181,250,8,6,ADA,JAKSEL
3195000000,135,150,3,3,ADA,JAKSEL
5000000000,150,320,7,6,ADA,JAKSEL
10000000000,230,380,6,4,TIDAK ADA,JAKSEL
2200000000,95,226,5,3,ADA,JAKSEL
29000000000,670,1000,5,5,ADA,JAKSEL
14800000000,310,500,4,4,ADA,JAKSEL
2700000000,72,72,4,4,TIDAK ADA,JAKSEL
3000000000,139,100,3,2,ADA,JAKSEL
6500000000,180,250,8,5,ADA,JAKSEL
7500000000,200,180,5,4,ADA,JAKSEL
5000000000,217,250,3,3,ADA,JAKSEL
3250000000,153,300,8,7,ADA,JAKSEL
3300000000,130,200,9,3,ADA,JAKSEL
4500000000,180,200,4,3,ADA,JAKSEL
7200000000,161,250,3,3,ADA,JAKSEL
2800000000,102,150,3,3,ADA,JAKSEL
4500000000,96,250,5,4,ADA,JAKSEL
2700000000,130,100,5,2,ADA,JAKSEL
9500000000,189,250,4,3,ADA,JAKSEL
5500000000,107,147,6,4,ADA,JAKSEL
23000000000,610,750,8,6,ADA,JAKSEL
1500000000,90,120,3,2,ADA,JAKSEL
7000000000,428,500,8,6,ADA,JAKSEL
3500000000,170,210,5,3,ADA,JAKSEL
4950000000,110,225,5,4,ADA,JAKSEL
30000000000,498,800,5,5,ADA,JAKSEL
1980000000,72,164,4,2,ADA,JAKSEL
6500000000,125,250,3,3,ADA,JAKSEL
3500000000,150,178,3,2,ADA,JAKSEL
1800000000,90,105,3,2,ADA,JAKSEL
13000000000,248,350,4,4,ADA,JAKSEL
3100000000,156,225,4,3,ADA,JAKSEL
4750000000,137,180,4,4,ADA,JAKSEL
2599000000,90,160,4,2,ADA,JAKSEL
6250000000,320,200,4,3,ADA,JAKSEL
3000000000,135,150,3,1,ADA,JAKSEL
6550000000,270,350,5,4,ADA,JAKSEL
5000000000,150,320,7,6,ADA,JAKSEL
16000000000,330,525,4,4,ADA,JAKSEL
23000000000,610,750,8,6,ADA,JAKSEL
7100000256,265,200,6,3,ADA,JAKSEL
2300000000,135,144,4,2,ADA,JAKSEL
7500000000,428,500,6,4,ADA,JAKSEL
5500000000,205,410,4,4,ADA,JAKSEL
2300000000,132,150,4,3,ADA,JAKSEL
15000000000,387,237,5,4,ADA,JAKSEL
3500000000,90,140,3,3,ADA,JAKSEL
5900000000,107,140,3,3,ADA,JAKSEL
3000000000,90,62,5,3,TIDAK ADA,JAKSEL
30000000000,703,500,8,4,ADA,JAKSEL
2900000000,137,120,5,2,ADA,JAKSEL
6000000000,220,350,5,5,ADA,JAKSEL
18000000000,251,200,5,3,ADA,JAKSEL
5500000000,107,147,6,4,ADA,JAKSEL
3700000000,180,350,4,3,ADA,JAKSEL
6250000000,150,150,3,3,ADA,JAKSEL
3700000000,139,150,5,3,ADA,JAKSEL
7300000000,325,300,5,4,ADA,JAKSEL
6950000000,190,150,4,4,ADA,JAKSEL
3400000000,110,190,5,6,ADA,JAKSEL
3300000000,90,120,3,3,ADA,JAKSEL
42000000000,624,600,3,3,ADA,JAKSEL
2700000000,88,170,5,4,TIDAK ADA,JAKSEL
6700000000,130,390,4,5,ADA,JAKSEL
12000000000,312,400,4,4,ADA,JAKSEL
1500000000,170,200,7,2,TIDAK ADA,JAKSEL
2350000000,130,130,4,3,ADA,JAKSEL
3400000000,139,100,6,4,ADA,JAKSEL
3000000000,150,200,5,4,ADA,JAKSEL
5000000000,150,328,7,6,ADA,JAKSEL
4000000000,154,250,6,3,ADA,JAKSEL
2300000000,54,107,3,2,ADA,JAKSEL
4500000000,180,230,4,4,ADA,JAKSEL
4400000000,195,200,7,2,ADA,JAKSEL
4500000000,179,150,3,2,ADA,JAKSEL
2800000000,130,100,3,2,ADA,JAKSEL
3800000000,239,178,4,3,ADA,JAKSEL
15000000000,475,450,5,5,ADA,JAKSEL
3500000000,101,135,4,2,ADA,JAKSEL
5500000000,270,170,6,3,ADA,JAKSEL
2900000000,139,100,3,2,ADA,JAKSEL
10000000000,400,600,4,3,TIDAK ADA,JAKSEL
4340000000,124,100,3,2,ADA,JAKSEL
25000000000,535,353,10,10,ADA,JAKSEL
2900000000,60,150,4,4,ADA,JAKSEL
3200000000,92,150,4,4,ADA,JAKSEL
6500000000,311,272,5,5,TIDAK ADA,JAKSEL
3500000000,172,210,5,2,ADA,JAKSEL
25000000000,485,550,4,4,ADA,JAKSEL
7500000000,315,250,3,3,ADA,JAKSEL
2950000000,133,135,4,3,ADA,JAKSEL
5500000000,326,225,7,2,TIDAK ADA,JAKSEL
9000000000,305,350,5,5,ADA,JAKSEL
2500000000,135,120,4,2,ADA,JAKSEL
3100000000,90,172,4,3,ADA,JAKSEL
3500000000,231,200,4,3,ADA,JAKSEL
12000000000,312,480,4,2,ADA,JAKSEL
7000000000,187,330,7,4,ADA,JAKSEL
6500000000,150,148,4,3,ADA,JAKSEL
4500000000,148,200,4,3,ADA,JAKSEL
7000000000,253,180,3,2,ADA,JAKSEL
2300000000,77,140,4,3,ADA,JAKSEL
8750000000,200,250,5,4,ADA,JAKSEL
8800000000,230,400,5,5,ADA,JAKSEL
3800000000,186,250,4,3,TIDAK ADA,JAKSEL
13000000000,208,600,4,5,ADA,JAKSEL
1800000000,84,90,3,2,TIDAK ADA,JAKSEL
13500000000,278,350,6,4,TIDAK ADA,JAKSEL
7100000000,241,280,5,4,ADA,JAKSEL
8500000000,385,200,5,5,TIDAK ADA,JAKSEL
3000000000,150,139,3,3,ADA,JAKSEL
3600000000,135,150,5,3,ADA,JAKSEL
22000000000,619,700,5,4,ADA,JAKSEL
750000000,78,100,3,1,TIDAK ADA,JAKSEL
22000000000,448,350,6,7,ADA,JAKSEL
3500000000,118,160,4,4,ADA,JAKSEL
8500000000,240,245,3,5,ADA,JAKSEL
25000000000,485,550,5,5,ADA,JAKSEL
1600000000,90,150,3,2,ADA,JAKSEL
5500000000,311,424,5,4,ADA,JAKSEL
8000000000,306,260,5,4,ADA,JAKSEL
12500000000,312,480,4,2,ADA,JAKSEL
7500000000,220,350,4,5,ADA,JAKSEL
3000000000,110,300,4,3,ADA,JAKSEL
15000000000,260,300,4,3,ADA,JAKSEL
3900000000,135,220,4,4,ADA,JAKSEL
6000000000,203,210,5,3,ADA,JAKSEL
18000000000,450,200,5,3,ADA,JAKSEL
3000000000,90,150,4,5,ADA,JAKSEL
5000000000,107,180,6,5,ADA,JAKSEL
850000000,56,56,4,2,TIDAK ADA,JAKSEL
2500000000,135,140,4,3,ADA,JAKSEL
21000000000,520,350,5,4,ADA,JAKSEL
2900000000,120,150,2,2,TIDAK ADA,JAKSEL
12500000000,208,600,4,5,ADA,JAKSEL
3000000000,140,160,4,3,ADA,JAKSEL
30000000000,703,500,7,4,ADA,JAKSEL
4750000000,150,200,5,5,ADA,JAKSEL
6900000000,268,400,5,4,ADA,JAKSEL
10000000000,368,300,4,4,ADA,JAKSEL
6700000000,125,250,3,3,ADA,JAKSEL
9000000000,300,350,4,4,TIDAK ADA,JAKSEL
2800000000,110,200,4,3,ADA,JAKSEL
3000000000,135,180,5,4,ADA,JAKSEL
4100000000,110,220,4,3,ADA,JAKSEL
30000000000,750,498,6,6,TIDAK ADA,JAKSEL
3500000000,149,162,4,2,ADA,JAKSEL
35000000000,700,800,6,7,ADA,JAKSEL
22000000000,776,776,4,3,ADA,JAKSEL
30000000000,498,800,6,6,ADA,JAKSEL
2000000000,148,128,4,3,ADA,JAKSEL
25000000000,485,550,5,4,ADA,JAKSEL
9500000000,386,380,7,4,ADA,JAKSEL
4600000000,151,250,5,3,ADA,JAKSEL
6000000000,221,168,5,3,ADA,JAKSEL
2350000000,80,160,4,3,ADA,JAKSEL
2600000000,84,140,3,2,ADA,JAKSEL
9000000000,287,300,4,3,ADA,JAKSEL
2600000000,90,150,3,2,ADA,JAKSEL
12000000000,270,470,5,4,ADA,JAKSEL
2700000000,78,90,3,2,TIDAK ADA,JAKSEL
14500000000,208,600,4,4,ADA,JAKSEL
3750000000,180,127,4,4,ADA,JAKSEL
6000000000,225,325,7,5,ADA,JAKSEL
7500000000,253,150,5,2,TIDAK ADA,JAKSEL
5200000000,260,300,7,3,ADA,JAKSEL
4900000000,266,250,3,2,ADA,JAKSEL
17500000000,724,750,4,2,ADA,JAKSEL
10900000000,428,646,5,5,ADA,JAKSEL
9000000000,388,300,4,3,ADA,JAKSEL
6500000000,221,168,5,2,ADA,JAKSEL
25000000000,1000,600,10,10,ADA,JAKSEL
6000000000,150,300,5,4,ADA,JAKSEL
3300000000,90,120,4,4,ADA,JAKSEL
1100000000,50,100,2,1,TIDAK ADA,JAKSEL
5000000000,205,410,3,3,ADA,JAKSEL
2500000000,150,100,3,2,TIDAK ADA,JAKSEL
3500000000,118,160,4,4,ADA,JAKSEL
3000000000,90,160,4,3,ADA,JAKSEL
3300000000,110,180,4,4,ADA,JAKSEL
4400000000,130,250,4,3,ADA,JAKSEL
4250000000,150,200,5,3,ADA,JAKSEL
11000000000,305,275,5,3,ADA,JAKSEL
3000000000,90,120,4,4,ADA,JAKSEL
2500000000,88,140,4,3,TIDAK ADA,JAKSEL
8800000000,205,150,5,2,ADA,JAKSEL
5500000000,248,300,5,4,ADA,JAKSEL
2200000000,100,160,3,2,ADA,JAKSEL
6000000000,170,250,5,5,ADA,JAKSEL
7000000000,240,300,4,3,ADA,JAKSEL
10500000000,345,500,6,4,ADA,JAKSEL
3500000000,140,335,5,4,TIDAK ADA,JAKSEL
6000000000,210,350,5,5,ADA,JAKSEL
3800000000,130,150,3,2,ADA,JAKSEL
5500000000,140,250,5,3,ADA,JAKSEL
2500000000,122,200,4,2,ADA,JAKSEL
7500000000,290,480,5,3,ADA,JAKSEL
6800000000,130,375,4,5,ADA,JAKSEL
12500000000,312,480,4,3,ADA,JAKSEL
9500000000,368,300,5,4,ADA,JAKSEL
6000000000,200,150,5,4,ADA,JAKSEL
3500000000,130,240,5,6,ADA,JAKSEL
9000000000,305,350,4,4,ADA,JAKSEL
8000000000,178,350,8,6,ADA,JAKSEL
20000000000,660,440,9,5,ADA,JAKSEL
9700000000,248,450,5,6,ADA,JAKSEL
3600000000,130,100,3,3,TIDAK ADA,JAKSEL
4200000000,120,180,4,3,ADA,JAKSEL
9000000000,240,350,6,4,ADA,JAKSEL
950000000,92,130,4,2,TIDAK ADA,JAKSEL
16450000000,550,700,6,6,TIDAK ADA,JAKSEL
7500000000,360,320,7,4,TIDAK ADA,JAKSEL
8700000000,265,375,5,4,ADA,JAKSEL
3500000000,150,230,5,4,ADA,JAKSEL
25000000000,932,400,7,5,ADA,JAKSEL
13000000000,370,800,6,5,ADA,JAKSEL
3750000000,150,120,2,2,ADA,JAKSEL
10000000000,750,450,8,6,ADA,JAKSEL
1600000000,80,80,4,3,ADA,JAKSEL
4500000000,146,320,5,5,ADA,JAKSEL
13500000000,256,235,3,2,ADA,JAKSEL
2000000000,90,100,3,2,ADA,JAKSEL
9000000000,234,211,7,5,ADA,JAKSEL
5800000000,170,280,5,4,ADA,JAKSEL
3200000000,135,160,4,3,ADA,JAKSEL
2400000000,147,154,3,2,ADA,JAKSEL
6750000000,210,350,4,4,ADA,JAKSEL
2400000000,101,75,2,1,ADA,JAKSEL
3100000000,95,150,3,3,ADA,JAKSEL
11000000000,384,399,4,4,TIDAK ADA,JAKSEL
28000000000,703,500,8,4,ADA,JAKSEL
650000000,55,50,2,1,TIDAK ADA,JAKSEL
5750000000,240,350,7,5,TIDAK ADA,JAKSEL
2800000000,90,150,3,3,ADA,JAKSEL
3200000000,90,170,4,4,TIDAK ADA,JAKSEL
23000000000,610,750,8,6,TIDAK ADA,JAKSEL
1600000000,80,80,4,3,TIDAK ADA,JAKSEL
2400000000,130,100,4,2,ADA,JAKSEL
6000000000,260,450,7,4,TIDAK ADA,JAKSEL
4500000000,106,251,4,3,ADA,JAKSEL
3000000000,200,200,4,3,TIDAK ADA,JAKSEL
2100000000,162,162,3,3,ADA,JAKSEL
5800000000,141,180,4,3,ADA,JAKSEL
9300000000,386,385,6,4,ADA,JAKSEL
2000000000,100,130,3,2,ADA,JAKSEL
35000000000,600,400,5,3,ADA,JAKSEL
4000000000,140,200,4,3,ADA,JAKSEL
6500000000,180,250,8,4,ADA,JAKSEL
2850000000,135,160,3,2,ADA,JAKSEL
6800000000,200,300,5,5,ADA,JAKSEL
3500000000,112,150,3,4,ADA,JAKSEL
3500000000,110,160,4,4,ADA,JAKSEL
10500000000,457,800,7,5,ADA,JAKSEL
12500000009,312,480,6,4,ADA,JAKSEL
5500000000,250,265,4,3,ADA,JAKSEL
5700000000,162,250,4,4,ADA,JAKSEL
26000000000,485,550,4,3,ADA,JAKSEL
3000000000,160,90,5,4,ADA,JAKSEL
9500000000,380,385,5,4,ADA,JAKSEL
3750000000,110,160,3,3,ADA,JAKSEL
3600000000,340,150,6,4,TIDAK ADA,JAKSEL
6500000000,89,170,3,3,ADA,JAKSEL
7500000000,325,300,5,4,ADA,JAKSEL
2500000000,60,120,3,4,ADA,JAKSEL
3900000000,130,200,5,4,ADA,JAKSEL
16000000000,310,450,5,5,ADA,JAKSEL
18000000000,538,300,5,5,TIDAK ADA,JAKSEL
18500000000,360,330,7,7,TIDAK ADA,JAKSEL
3999999999,130,200,4,3,ADA,JAKSEL
5800000000,141,170,4,3,ADA,JAKSEL
3900000000,100,170,5,3,ADA,JAKSEL
3100000000,103,180,3,3,ADA,JAKSEL
3000000000,139,150,3,3,ADA,JAKSEL
14000000000,393,440,6,6,ADA,JAKSEL
13500000000,394,352,6,4,ADA,JAKSEL
4000000000,135,200,4,3,ADA,JAKSEL
3500000000,90,120,3,2,ADA,JAKSEL
4300000000,180,300,5,4,ADA,JAKSEL
3900000000,154,180,4,3,ADA,JAKSEL
19000000512,361,800,5,5,ADA,JAKSEL
2750000000,91,210,5,4,ADA,JAKSEL
2900000000,134,175,5,2,ADA,JAKSEL
9500000000,345,500,8,5,ADA,JAKSEL
23000000000,987,700,4,4,ADA,JAKSEL
21000000000,547,700,4,4,ADA,JAKSEL
2600000000,90,150,3,2,TIDAK ADA,JAKSEL
4000000000,220,200,7,3,ADA,JAKSEL
22900000000,650,700,3,3,ADA,JAKSEL
4000000000,105,180,5,4,ADA,JAKSEL
3200000000,86,137,4,2,ADA,JAKSEL
2600000000,93,160,4,4,ADA,JAKSEL
6300000000,180,250,4,3,ADA,JAKSEL
3400000000,110,160,3,3,ADA,JAKSEL
3250000000,90,200,4,3,ADA,JAKSEL
3000000000,95,150,4,4,ADA,JAKSEL
4100000000,155,180,4,3,ADA,JAKSEL
6500000000,160,130,4,1,ADA,JAKSEL
1800000000,100,90,2,1,TIDAK ADA,JAKSEL
3500000000,135,150,4,3,ADA,JAKSEL
2100000000,126,100,2,2,ADA,JAKSEL
3000000000,125,200,2,2,ADA,JAKSEL
2150000000,135,128,3,2,ADA,JAKSEL
3000000000,90,200,3,2,ADA,JAKSEL
3250000000,104,120,4,3,ADA,JAKSEL
1750000000,90,85,2,1,ADA,JAKSEL
1500000000,170,200,7,2,TIDAK ADA,JAKSEL
3800000000,145,200,8,8,ADA,JAKSEL
2500000000,100,120,3,2,ADA,JAKSEL
4200000000,206,250,5,4,ADA,JAKSEL
1100000000,70,70,2,1,TIDAK ADA,JAKSEL
950000000,60,100,3,1,TIDAK ADA,JAKSEL
4500000000,90,128,3,3,ADA,JAKSEL
7000000000,110,150,4,3,ADA,JAKSEL
600000000,30,60,2,2,TIDAK ADA,JAKSEL
2600000000,140,100,3,2,ADA,JAKSEL
9000000000,550,450,10,10,ADA,JAKSEL
4000000000,140,160,4,3,ADA,JAKSEL
4000000000,230,139,4,4,ADA,JAKSEL
19000000000,606,360,7,4,TIDAK ADA,JAKSEL
10500000000,430,420,7,4,ADA,JAKSEL
